;catalog_number;cataloged_date;Determined date 1;Start Date;start_year;start_month;determined_year;determined_month;cataloged_month;cataloged_year;class;kingdom;genus;species;family;phylum;order;type;author;author_year;determiner_full_name;determiner_full_name1;determiner_full_name2;collector_full_name;collector_full_name2;collector_full_name3;collector_full_name4;collector_first_name;collector_last_name;qualifier;min_depth;max_depth;lat;long;continent;water_body;country;state;county;locality
3371;IBUFRJ 3372;2014-02-18;2003-00-00;2002-04-22;2002.0;4.0;2003.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Sabellidae;Annelida;Sabellida;;;;;;;Projeto Oceanproof;;;;Projeto;Oceanproof;;;775.0;-22.3;-41.1833333;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
3372;IBUFRJ 3373;2014-02-18;2003-00-00;2002-11-20;2002.0;11.0;2003.0;0.0;2.0;2014.0;Polychaeta;Animalia;Chone;sp.;Sabellidae;Annelida;Sabellida;;;;;;;Projeto Oceanproof;;;;Projeto;Oceanproof;;;1023.0;-22.6827333;-40.2750972;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
3373;IBUFRJ 3374;2014-02-18;2003-00-00;2003-06-29;2003.0;6.0;2003.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Sabellidae;Annelida;Sabellida;;;;;;;Projeto Oceanproof;;;;Projeto;Oceanproof;;;1048.0;-22.3;-41.1833333;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
3374;IBUFRJ 3375;2014-02-18;2003-00-00;2002-05-08;2002.0;5.0;2003.0;0.0;2.0;2014.0;Polychaeta;Animalia;Amphinome;sp.;Amphinomidae;Annelida;Amphinomida;;;;;;;Projeto Oceanproof;;;;Projeto;Oceanproof;;;1200.0;-22.0575;-39.7652778;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
3375;IBUFRJ 3376;2014-02-18;2003-00-00;2003-06-11;2003.0;6.0;2003.0;0.0;2.0;2014.0;Polychaeta;Animalia;Paramphinome;sp.;Amphinomidae;Annelida;Amphinomida;;;;;;;Projeto Oceanproof;;;;Projeto;Oceanproof;;;1050.0;-22.6826944;-40.2753056;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
3376;IBUFRJ 3377;2014-02-24;2013-00-00;;;;2013.0;0.0;2.0;2014.0;Polychaeta;Animalia;Lysarete;sp.;Lumbrineridae;Annelida;Eunicida;;;;Paulo C. Paiva;;;;;;;;;;;;-23.4261111;-45.0641667;South America;Atlantic Ocean;Brazil;São Paulo;Ubatuba;Praia Estação  oceanográfica
3377;IBUFRJ 3378;2014-02-24;2013-00-00;2013-04-12;2013.0;4.0;2013.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Antonia C. Amaral;;;;;;;;;;;0.9;-23.8211111;-45.4105944;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia Grande
3378;IBUFRJ 3379;2014-02-24;2012-00-00;2012-09-17;2012.0;9.0;2012.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Anja Schulze;;;;;;;;;;;0.0;-22.955;-43.1644889;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Rio de Janeiro;Praia Vermelha
3379;IBUFRJ 3380;2014-02-24;2012-00-00;2012-10-12;2012.0;10.0;2012.0;0.0;2.0;2014.0;Polychaeta;Animalia;Platynereis;sp.;Nereididae;Annelida;Phyllodocida;;;;Anja Schulze;;;;;;;;;;;;-22.7416667;-41.875;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Búzios;Praia João Fernandez
3380;IBUFRJ 3381;2014-02-24;2012-00-00;2012-12-09;2012.0;12.0;2012.0;0.0;2.0;2014.0;Polychaeta;Animalia;Marphysa;sp.;Eunicidae;Annelida;Eunicida;;;;Anja Schulze;;;;;;;;;;;0.0;-22.955;-43.1644889;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Rio de Janeiro;Praia Vermelha
3381;IBUFRJ 3382;2014-02-24;2012-00-00;2012-12-09;2012.0;12.0;2012.0;0.0;2.0;2014.0;Polychaeta;Animalia;Platynereis;sp.;Nereididae;Annelida;Phyllodocida;;;;Anja Schulze;;;;;;;;;;;0.0;-22.955;-43.1644889;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Rio de Janeiro;Praia Vermelha
3382;IBUFRJ 3383;2014-02-24;2013-00-00;2013-07-20;2013.0;7.0;2013.0;0.0;2.0;2014.0;Polychaeta;Animalia;Marphysa;sp.;Eunicidae;Annelida;Eunicida;;;;Pat Hutchings;;;;;;;;;;;0.0;-33.6159028;151.2141667;Oceania;Pacific Ocean;Australia;Sydney;New South Wales;Cottage point
3383;IBUFRJ 3384;2014-02-24;2013-00-00;2013-09-01;2013.0;9.0;2013.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;;;;;;;;;;-12.6516389;-38.07375;South America;Atlantic Ocean;Brazil;Bahia;Camaçari;Praia de Guarajuba
3384;IBUFRJ 3385;2014-02-24;2011-00-00;2011-03-17;2011.0;3.0;2011.0;0.0;2.0;2014.0;Polychaeta;Animalia;Marphysa;sp.;Eunicidae;Annelida;Eunicida;;;;Anja Schulze;;;;;;;;;;;;29.0488889;-95.1656194;North America;Gulf of Mexico;United States ;Texas;;Christmas Bay
3385;IBUFRJ 3386;2014-02-24;2011-00-00;2011-03-17;2011.0;3.0;2011.0;0.0;2.0;2014.0;Polychaeta;Animalia;Marphysa;sp.;Eunicidae;Annelida;Eunicida;;;;Anja Schulze;;;;;;;;;;;;29.0488889;-95.1656194;North America;Gulf of Mexico;United States ;Texas;;Christmas Bay
3386;IBUFRJ 3387;2014-02-25;2014-00-00;2014-01-19;2014.0;1.0;2014.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Lumbrineridae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-8.1376889;-34.9021819;South America;Atlantic Ocean;Brazil;Pernambuco;Recife;Praia de Boa viagem
3387;IBUFRJ 3388;2014-02-25;2014-00-00;2014-01-19;2014.0;1.0;2014.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-8.1376889;-34.9021819;South America;Atlantic Ocean;Brazil;Pernambuco;Recife;Praia de Boa viagem
3388;IBUFRJ 3389;2014-02-25;2010-00-00;2010-08-12;2010.0;8.0;2010.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-6.5933889;-34.9649722;South America;Atlantic Ocean;Brazil;Pernambuco;Matacara;Barra da Camaratuba
3389;IBUFRJ 3390;2014-02-25;2012-00-00;2012-12-11;2012.0;12.0;2012.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-7.7291667;-34.8261111;South America;Atlantic Ocean;Brazil;Pernambuco;;Ilha de Itamaracá, Ponta Jaguaribe
3390;IBUFRJ 3391;2014-02-25;2013-00-00;2013-06-22;2013.0;6.0;2013.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-8.7031944;-35.0801389;South America;Atlantic Ocean;Brazil;Pernambuco;Tamandaré;Praia dos Carneiros
3391;IBUFRJ 3392;2014-02-25;2014-00-00;2014-01-17;2014.0;1.0;2014.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-8.4286389;-34.9784167;South America;Atlantic Ocean;Brazil;Pernambuco;Ipojuca;Praia de Muro alto
3392;IBUFRJ 3393;2014-02-25;2014-00-00;2014-01-15;2014.0;1.0;2014.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Joao M. Nogueira;;;;;;;;;;;;-8.7031944;-35.0801389;South America;Atlantic Ocean;Brazil;Pernambuco;Tamandaré;Praia dos Carneiros
3393;IBUFRJ 3394;2014-02-25;2003-00-00;2002-11-20;2002.0;11.0;2003.0;0.0;2.0;2014.0;Polychaeta;Animalia;Nan;nan;Hesionidae;Annelida;Phyllodocida;;;;;;;Projeto Oceanproof;;;;Projeto;Oceanproof;;;;-22.3305917;-40.0097528;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
3394;IBUFRJ 3395;2014-03-27;2014-00-00;2014-10-26;2014.0;10.0;2014.0;0.0;3.0;2014.0;Polychaeta;Animalia;Capitella;sp.;Capitellidae;Annelida;Scolecida;;;;Gustavo M. Souza;;;Gustavo Souza;;;;Gustavo;Souza;;;;-34.4722778;-57.8525;South America;Atlantic Ocean;Uruguay;Colonia;Colonia del sacramento;Colonia del sacramento
3395;IBUFRJ 3396;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Sabellariidae;Annelida;Sabellida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3396;IBUFRJ 3397;2014-05-01;2014-00-00;2014-03-31;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-8.9932583;-35.2045;South America;Atlantic Ocean;Brazil;Alagoas;Maragogi;Praia de Maragogi
3397;IBUFRJ 3398;2014-05-01;2014-00-00;2014-03-31;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-8.9932583;-35.2045;South America;Atlantic Ocean;Brazil;Alagoas;Maragogi;Praia de Maragogi
3398;IBUFRJ 3399;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Sabellidae;Annelida;Sabellida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3399;IBUFRJ 3400;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3400;IBUFRJ 3401;2014-05-01;2014-00-00;2014-03-31;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Glyceridae;Annelida;Phyllodocida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-8.9932583;-35.2045;South America;Atlantic Ocean;Brazil;Alagoas;Maragogi;Praia de Maragogi
3401;IBUFRJ 3402;2014-05-01;2014-00-00;2014-03-31;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Nereididae;Annelida;Phyllodocida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-8.9932583;-35.2045;South America;Atlantic Ocean;Brazil;Alagoas;Maragogi;Praia de Maragogi
3402;IBUFRJ 3403;2014-05-01;2014-00-00;2014-03-29;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Lumbrineridae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;0.0;0.0;-9.8202028;-35.8809297;South America;Atlantic Ocean;Brazil;Alagoas;Marechal Deodoro;Praia do Francês
3403;IBUFRJ 3404;2014-05-01;2014-00-00;2014-03-29;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;0.0;0.0;-9.8202028;-35.8809297;South America;Atlantic Ocean;Brazil;Alagoas;Marechal Deodoro;Praia do Francês
3404;IBUFRJ 3405;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3405;IBUFRJ 3406;2014-05-01;2014-00-00;2014-03-29;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Amphinomidae;Annelida;Amphinomida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;0.0;0.0;-9.8202028;-35.8809297;South America;Atlantic Ocean;Brazil;Alagoas;Marechal Deodoro;Praia do Francês
3406;IBUFRJ 3407;2014-05-01;2014-00-00;2014-03-29;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Eunicidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;0.0;0.0;-9.8202028;-35.8809297;South America;Atlantic Ocean;Brazil;Alagoas;Marechal Deodoro;Praia do Francês
3407;IBUFRJ 3408;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Eunicida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3408;IBUFRJ 3409;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Nereididae;Annelida;Phyllodocida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3409;IBUFRJ 3410;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Terebellidae;Annelida;Terebellida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3410;IBUFRJ 3411;2014-05-01;2014-00-00;2014-03-30;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Cirratulidae;Annelida;Terebellida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;;0.0;-9.9651308;-35.9833417;South America;Atlantic Ocean;Brazil;Alagoas;Jequiá da Praia;Praia da Lagoa Azeda
3411;IBUFRJ 3412;2014-05-01;2014-00-00;2014-03-29;2014.0;3.0;2014.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nan;nan;Amphinomidae;Annelida;Amphinomida;;;;Leonardo F. Silva;Gisele E. Occhioni;Gisele E. Occhioni;Leonardo Silva;Gisele Occhioni;;;Leonardo;Silva;;0.0;0.0;-9.8202028;-35.8809297;South America;Atlantic Ocean;Brazil;Alagoas;Marechal Deodoro;Praia do Francês
3412;IBUFRJ 3413;2014-05-22;2013-00-00;2000-10-07;2000.0;10.0;2013.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nicidion;insularis;Eunicidae;Annelida;Eunicida;;(Nogueira, Steiner & Amaral; 2001);Natalia M. Souto;;;Paulo Young;Paulo Paiva;Aline Aguiar;;Paulo;Young;;;0.0;-3.8583333;-33.8247222;South America;Atlantic Ocean;Brazil;Rio Grande do Norte;;Piscina das Rocas
3413;IBUFRJ 3414;2014-05-22;2013-00-00;2000-10-07;2000.0;10.0;2013.0;0.0;5.0;2014.0;Polychaeta;Animalia;Nicidion;insularis;Eunicidae;Annelida;Eunicida;;(Nogueira, Steiner & Amaral; 2001);Natalia M. Souto;;;Paulo Young;Paulo Paiva;Aline Aguiar;;Paulo;Young;;;0.0;-3.8583333;-33.8247222;South America;Atlantic Ocean;Brazil;Rio Grande do Norte;;Canal da Barretinha
3414;IBUFRJ 3415;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3415;IBUFRJ 3416;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3416;IBUFRJ 3417;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3417;IBUFRJ 3418;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3418;IBUFRJ 3419;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3419;IBUFRJ 3420;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3420;IBUFRJ 3421;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3421;IBUFRJ 3422;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3422;IBUFRJ 3423;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3423;IBUFRJ 3424;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3424;IBUFRJ 3425;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3425;IBUFRJ 3426;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3426;IBUFRJ 3427;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3427;IBUFRJ 3428;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3428;IBUFRJ 3429;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3429;IBUFRJ 3430;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3430;IBUFRJ 3431;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3431;IBUFRJ 3432;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3432;IBUFRJ 3433;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3433;IBUFRJ 3434;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3434;IBUFRJ 3435;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3435;IBUFRJ 3436;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3436;IBUFRJ 3437;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3437;IBUFRJ 3438;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3438;IBUFRJ 3439;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3439;IBUFRJ 3440;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3440;IBUFRJ 3441;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3441;IBUFRJ 3442;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3442;IBUFRJ 3443;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3443;IBUFRJ 3444;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3444;IBUFRJ 3445;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3445;IBUFRJ 3446;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3446;IBUFRJ 3447;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Bianca F. Silva;;;;;;;;;;;;;;;;;;;Unknown
3447;IBUFRJ 3448;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3448;IBUFRJ 3449;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3449;IBUFRJ 3450;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3450;IBUFRJ 3451;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3451;IBUFRJ 3452;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3452;IBUFRJ 3453;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3453;IBUFRJ 3454;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3454;IBUFRJ 3455;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3455;IBUFRJ 3456;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3456;IBUFRJ 3457;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Raquel M. Berlandi;;;;;;;;;;;;;;;;;;;Unknown
3457;IBUFRJ 3458;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Monique C. Santos;;;;;;;;;;;;;;;;;;;Unknown
3458;IBUFRJ 3459;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Monique C. Santos;;;;;;;;;;;;;;;;;;;Unknown
3459;IBUFRJ 3460;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Monique C. Santos;;;;;;;;;;;;;;;;;;;Unknown
3460;IBUFRJ 3461;;;;;;;;;;Polychaeta;Animalia;Nan;nan;Nan;Annelida;;;;;Monique C. Santos;;;;;;;;;;;;;;;;;;;Unknown
3461;IBUFRJ 3462;2014-12-11;;;;;;;12.0;2014.0;Polychaeta;Animalia;Timarete;caribous;Cirratulidae;Annelida;Terebellida;;Grube;1859;;;;Romulo Baptista;;;;Romulo;Baptista;;0.0;0.0;-17.964944;-38.706778;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Unknown
3462;IBUFRJ 3463;2014-12-11;;;;;;;12.0;2014.0;Polychaeta;Animalia;Timarete;caribous;Cirratulidae;Annelida;Terebellida;;Grube;1859;;;;Romulo Baptista;;;;Romulo;Baptista;;0.0;0.0;-17.964944;-38.706778;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Unknown
3463;IBUFRJ 3464;2014-12-11;;2011-05-03;2011.0;5.0;;;12.0;2014.0;Polychaeta;Animalia;Timarete;punctata;Cirratulidae;Annelida;Terebellida;;(Grube; 1859);;;;Emilio Neto;Leandro Pessoa;;;Emilio;Neto;;2.0;10.0;-0.917236;-29.345833;South America;Atlantic Ocean;Brazil;Pernambuco;Arquipélago de São Pedro e São Paulo;Enseada
3464;IBUFRJ 3465;2014-12-11;;2012-03-11;2012.0;3.0;;;12.0;2014.0;Polychaeta;Animalia;Timarete;punctata;Cirratulidae;Annelida;Terebellida;;(Grube; 1859);;;;Victor Seixas;Paulo Paiva;Joana Silva;;Victor;Seixas;;0.0;0.0;-12.9094722;-38.497;South America;Atlantic Ocean;Brazil;Bahia;Salvador;Praia da Ribeira
